date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:41:46	34480/34480	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2017:08:35%20GMT	https://neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Regular.woff2	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Regular.woff2	(from https://neblonhacker.com/)
04:41:46	38924/38924	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2017:08:35%20GMT	https://neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Italic.woff2	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Italic.woff2	(from https://neblonhacker.com/)
04:41:47	35652/35652	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2017:08:35%20GMT	https://neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Bold.woff2	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/ibm-plex-mono/IBMPlexMono-Bold.woff2	(from https://neblonhacker.com/)
04:41:47	1720/1720	---M-Z	200	added ('OK')	application/rss+xml	date:Fri,%2024%20Nov%202023%2003:13:22%20GMT	https://neblonhacker.com/comments/feed/	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/comments/feed/index.html	(from https://neblonhacker.com/)
04:41:47	803384/803384	---M-Z	200	added ('OK')	application/x-font-ttf	date:Thu,%2019%20Oct%202023%2017:08:35%20GMT	https://neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/inter/Inter-VariableFont_slnt,wght.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/inter/Inter-VariableFont_slnt,wght.ttf	(from https://neblonhacker.com/)
04:41:47	428448/428448	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2017:08:35%20GMT	https://neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	(from https://neblonhacker.com/)
04:41:47	346840/346840	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2017:08:35%20GMT	https://neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/themes/twentytwentythree/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	(from https://neblonhacker.com/)
04:41:47	19719/19719	---M-Z	200	added ('OK')	text/css	date:Thu,%2023%20Nov%202023%2014:15:47%20GMT	https://neblonhacker.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1700748947	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7504.css	(from https://neblonhacker.com/)
04:41:48	96215/96215	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202023%2020:29:47%20GMT	https://neblonhacker.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.10.1	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/elementor/assets/css/frontend-lite.min2f56.css	(from https://neblonhacker.com/)
04:41:48	1251/1251	---M-Z	200	added ('OK')	text/css	date:Fri,%2020%20Oct%202023%2001:26:54%20GMT	https://neblonhacker.com/wp-content/uploads/elementor/css/post-7.css?ver=1697765214	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/elementor/css/post-75528.css	(from https://neblonhacker.com/)
04:41:48	8777/8777	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202023%2020:28:51%20GMT	https://neblonhacker.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.10.2	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min007f.css	(from https://neblonhacker.com/)
04:41:48	40207/40207	---M-Z	200	added ('OK')	text/css	date:Fri,%2020%20Oct%202023%2001:17:51%20GMT	https://neblonhacker.com/wp-content/uploads/elementor/css/global.css?ver=1697764671	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/elementor/css/global8997.css	(from https://neblonhacker.com/)
04:41:48	24831/24831	---M-Z	200	added ('OK')	text/css	date:Fri,%2017%20Nov%202023%2022:10:48%20GMT	https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/elementor/css/post-205dd1.css	(from https://neblonhacker.com/)
04:41:49	662/662	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2006:31:21%20GMT	https://neblonhacker.com/wp-content/plugins/wp-rocket/assets/img/youtube.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/wp-rocket/assets/img/youtube.png	(from https://neblonhacker.com/)
04:41:49	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202023%2020:29:48%20GMT	https://neblonhacker.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://neblonhacker.com/)
04:41:49	1082/1082	---M-Z	200	added ('OK')	text/css	date:Thu,%2023%20Nov%202023%2014:15:47%20GMT	https://neblonhacker.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1700748947	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min7504.css	(from https://neblonhacker.com/)
04:41:50	223195/223195	---MCZ	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2007:41:50%20GMT	https://neblonhacker.com/wp-json/	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-json/index.html	(from https://neblonhacker.com/)
04:41:50	24227/24227	---MCZ	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2007:41:50%20GMT	https://neblonhacker.com/wp-json/wp/v2/pages/20	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-json/wp/v2/pages/20.json	(from https://neblonhacker.com/)
04:41:50	808/808	---M-Z	200	added ('OK')	text/xml	date:Wed,%2006%20Dec%202023%2007:41:50%20GMT	https://neblonhacker.com/xmlrpc.php?rsd	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/xmlrpc0db0.php	(from https://neblonhacker.com/)
04:41:50	2423/2423	---M-Z	200	added ('OK')	application/json	date:Wed,%2006%20Dec%202023%2007:41:50%20GMT	https://neblonhacker.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fneblonhacker.com%2F	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-json/oembed/1.0/embed152d.json	(from https://neblonhacker.com/)
04:41:50	2493/2493	---M-Z	200	added ('OK')	text/xml	date:Wed,%2006%20Dec%202023%2007:41:50%20GMT	https://neblonhacker.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fneblonhacker.com%2F&format=xml	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-json/oembed/1.0/embedf5a9	(from https://neblonhacker.com/)
04:41:51	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2006%20Dec%202023%2007:41:51%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/www.googletagmanager.com/gtm.195445.delayed	(from https://neblonhacker.com/)
04:41:51	1668/1668	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2001:14:35%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/FAVICON-150x150.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/FAVICON-150x150.png	(from https://neblonhacker.com/)
04:41:51	3633/3633	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2001:14:35%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/FAVICON-300x300.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/FAVICON-300x300.png	(from https://neblonhacker.com/)
04:41:51	13069/13069	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2021:30:29%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/imagem-1.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/imagem-1.png	(from https://neblonhacker.com/)
04:41:52	206749/206749	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2006%20Dec%202023%2007:41:51%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/connect.facebook.net/en_US/fbevents.js	(from https://neblonhacker.com/)
04:41:52	9844/9844	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202023%2020:29:47%20GMT	https://neblonhacker.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://neblonhacker.com/)
04:41:52	270551/270551	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2005:25:16%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Agrupar-5.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Agrupar-5.png	(from https://neblonhacker.com/)
04:41:52	161267/161267	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2005:25:17%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Prova-01.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Prova-01.png	(from https://neblonhacker.com/)
04:41:52	141527/141527	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2005:25:21%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Prova-05.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Prova-05.png	(from https://neblonhacker.com/)
04:41:53	169651/169651	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2005:25:20%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Prova-04.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Prova-04.png	(from https://neblonhacker.com/)
04:41:53	168264/168264	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2005:25:19%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Prova-03.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Prova-03.png	(from https://neblonhacker.com/)
04:41:53	152872/152872	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Oct%202023%2005:25:17%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Prova-02.png	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Prova-02.png	(from https://neblonhacker.com/)
04:41:53	8291/8291	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2020%20Oct%202023%2006:31:21%20GMT	https://neblonhacker.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	(from https://neblonhacker.com/)
04:41:54	212156/212156	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Oct%202023%2020:29:48%20GMT	https://neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.17.0	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1ecc.eot	(from https://neblonhacker.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1700748947)
04:41:54	93444/93444	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2020:29:48%20GMT	https://neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.17.0	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1ecc.woff2	(from https://neblonhacker.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1700748947)
04:41:54	114588/114588	---M--	200	added ('OK')	application/font-woff	date:Thu,%2019%20Oct%202023%2020:29:48%20GMT	https://neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.17.0	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1ecc.woff	(from https://neblonhacker.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1700748947)
04:41:54	211996/211996	---M-Z	200	added ('OK')	application/x-font-ttf	date:Thu,%2019%20Oct%202023%2020:29:48%20GMT	https://neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.17.0	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1ecc.ttf	(from https://neblonhacker.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1700748947)
04:41:55	319546/319546	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Oct%202023%2020:29:48%20GMT	https://neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.17.0	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1ecc.svg	(from https://neblonhacker.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1700748947)
04:41:55	110921/110921	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202023%2005:18:38%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/DESKTOP01.jpg	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/DESKTOP01.jpg	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:55	58273/58273	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202023%2005:18:40%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/DESKTOP02.jpg	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/DESKTOP02.jpg	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:55	12351/12351	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202023%2005:18:41%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/DESKTOP03.jpg	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/DESKTOP03.jpg	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:55	32414/32414	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202023%2005:18:42%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/DESKTOP04.jpg	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/DESKTOP04.jpg	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:56	86717/86717	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202023%2006:13:47%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/MOBILE01.jpg	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/MOBILE01.jpg	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:56	64998/64998	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Oct%202023%2006:18:40%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/MOBILE02.2-scaled.jpg	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/MOBILE02.2-scaled.jpg	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:57	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2007:41:56%20GMT	http://neblonhacker.com/wp-content/uploads/2023/10/Sora-Thin.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-Thin.31.delayed	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:58	57900/57900	---M-Z	200	added ('OK')	application/x-font-ttf	date:Fri,%2020%20Oct%202023%2001:01:03%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Sora-Thin.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-Thin.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:58	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2007:41:58%20GMT	http://neblonhacker.com/wp-content/uploads/2023/10/Sora-ExtraLight.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-ExtraLight.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:58	58032/58032	---M-Z	200	added ('OK')	application/x-font-ttf	date:Fri,%2020%20Oct%202023%2001:00:59%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Sora-ExtraLight.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-ExtraLight.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:41:59	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2007:41:58%20GMT	http://neblonhacker.com/wp-content/uploads/2023/10/Sora-Light.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-Light.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:42:00	57968/57968	---M-Z	200	added ('OK')	application/x-font-ttf	date:Fri,%2020%20Oct%202023%2001:01:00%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Sora-Light.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-Light.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:42:00	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2007:42:00%20GMT	http://neblonhacker.com/wp-content/uploads/2023/10/Sora-Regular.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-Regular.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:42:00	57800/57800	---M-Z	200	added ('OK')	application/x-font-ttf	date:Fri,%2020%20Oct%202023%2001:01:01%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Sora-Regular.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-Regular.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:42:01	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2007:42:00%20GMT	http://neblonhacker.com/wp-content/uploads/2023/10/Sora-Medium.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-Medium.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:42:02	57916/57916	---M-Z	200	added ('OK')	application/x-font-ttf	date:Fri,%2020%20Oct%202023%2001:01:00%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Sora-Medium.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-Medium.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:42:02	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2007:42:02%20GMT	http://neblonhacker.com/wp-content/uploads/2023/10/Sora-SemiBold.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-SemiBold.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:42:02	57984/57984	---M-Z	200	added ('OK')	application/x-font-ttf	date:Fri,%2020%20Oct%202023%2001:01:02%20GMT	https://neblonhacker.com/wp-content/uploads/2023/10/Sora-SemiBold.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-SemiBold.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
04:42:03	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Dec%202023%2007:42:02%20GMT	http://neblonhacker.com/wp-content/uploads/2023/10/Sora-Bold.ttf	C:/Users/duard/Downloads/NEBLON/DSFSFSFSFSFSF/neblonhacker.com/wp-content/uploads/2023/10/Sora-Bold.ttf	(from https://neblonhacker.com/wp-content/uploads/elementor/css/post-20.css?ver=1700259048)
